Rating,Description
5,"Ada 2 jenis tiket yang ditawarkan. untuk tiket premium ada 3 benefit khusus yaitu dapat wellcome drink di pintu masuk, dapat free akses ke solo safari kafe di ekosistem singa dan free shuttle untuk arah pulang (keluar gate). harga per-orang, untuk adults dan kids beda. weekend dan weekday juga berbeda.

koleksinya cukup lengkap dan track jalan cukup jauh. diharapkan membawa payung/topi. cukup panas, membawa kipas portable bisa menjadi solusi.

harga makanan di kafe dimulai dari 20k-60k. salah satu destinasi wajib yang dikunjungi ketika datang ke solo."
4,"Begitu tiba, ada petugas yg membantu penumpang turun dan mengarahkan mobil ke area parkir.

Karena datang di Hari Lebaran, HTM nya 85rb per org. Dsini dilarang bawa mamin kemasan. Botol tumbler pribadi diperbolehkan.

Area dalam cukup luas, sebaiknya bawa topi / payung ya utk melindungi dari matahari.
Mnrt sy, tarif feeding animal nya terlalu pricey ya. Rata² 50rb per kali feeding (pdhl yg diberikan hanya seikat kecil wortel/sayur).

Kmrn kebetulan bisa melihat pertunjukkan gajah. Bagus 👍

Tersedia kios minuman, Bistro dan food cort utk makan minum. Bistro agak pricey ya, krn ada fasilitas dapat melihat lgs aktivitas binatang.
Food cort lbh ramah di kantong. 25rb an utk chicken rice box. Hanya tmp utk makan yg agak panas krm di outdoor.

Setelah melewati food court, areanya cukup ""kosong"" krn sdh tidak ada lagi hewan² yg dpt dilihat. Mgkn dipersiapkan utk perkembangan area berikutnya."
5,Bagi yang ga suka panas (apalagi bawa anak yang suka komplen kepanasan) siap2 deh wkwkwk. panas bgt asli! Parkir terpisah dari lokasi. Harus naik angkot kesananya (well itu fasilitas). Harus kuat ya kakinya karena emang ga kayak taman safari yang harus bawa mobil keliling liat hewannya. Harus kuat fisik!
5,"Pengalaman pertama menyusuri Kauman

Padahal bukan kali pertama kesini tp skrg vibesnya beda. Terasa sekali Solo lg naik daun"
5,"Tidak ada tiket masuk, jika mau foto-foto, tersedia properti gratis yang bisa digunakan. Tersedia juga parkiran mobil dan motor tanpa biaya parkir, hanya saja gang saat masuk sempit. Harga baju batik beragam dari 100 rb sampai 1 jt an. Tersedia juga cafe dan restoran."
5,"Berada di gang tengah kota Solo, tempatnya cukup unik yg berupa gang namun dibuat sedemikian rupa untuk wisata"
5,"Akses untuk masuk ke kampung batik
Terdapat berbagai macam store yang menjual batik, mulai dari yang menawarkan harga sangat murah sampai dengan yang mahal
Untuk wisatawan yang kurang familier dengan tempat ini, namun berniat untuk berbelanja batik, di sini ada bapak becak yang akan menawarkan jasa untuk berkeliling"
5,"Menurut saya  wisata seperti kampung batik kauman adalah warisan, sudah turun temurun dan kita tinggal merawat menjaga dan melestarikan saja, berbeda dengan tempat - tempat lain yang masih mencari - cari potensi harus berinovasi ini itu hanya untuk mendapat pengakuan publik sebagai kampung atau desa wisata, dan ini menurut kami rejeki anak sholeh, kauman tidak usah branding, tidak usah marketing, tidak usah promosi pun tetap di cari sampai manca negara..

Bicara tentang batik, batik adalah maha karya seni lintas zaman tidak lekang oleh waktu, juga batik adalah senj yang universal bisa di terima di kalangan internasional semua bisa memakainya tanpa membedakan suku ras etnik agama, tua muda, anak -anak,

Bahkan mulai dari pernikahan, hamil (mitoni) sampai berduka pun ada motifnya, contoh ada motif khusus untuk orang yang meninggal"
5,"Ingat Solo , Ingat Kampung Wisata Batik Kauman dong !! Bila bingung cari referensi liburan yang strategis , mungkin Kampung Wisata Batik Kauman Solo bisa jadi salah satu opsi kamu.. Lokasinya sangat mudah di jangkau ,FYI selain pusatnya oleh oleh batik di Kota Solo , lokasinya instagramable banget lohh buat hunting foto ."
5,"Kalau ke solo, gak lengkap kalau gak mampir di kampung wisata batik kauman . Bisa foto2, bisa juga belajar membatik, banyak juga cafe2 buat nongki2. Dan yg terpenting dimanjakan oleh belanja aneka batik yg harganya sangat variatif ."
5,"Jalan jalan sore dsni, masi rame sma anak 2 pd foto2"
5,"Tempatnya bersih .Tidak terlalu besar, tapi ada ayunan, luncuran, patung2 dinosaurs,wayang,jg sekelumit ttg sejarah bangsa. Lumayan utk menambah wawasan sejarah Dan budaya Indonesia .Trutama utk anak2 yg tidak dibesarkan di Indonesia spy anak2 kami.

Tidak ada ticket masuk. Hanya bayar parkir seperti biasa.
Ada perpustakaan tapi krn hari libur,perpustakaanpun tutup."
5,sudah sering kesini.. kmrn kesini lagi trnyta taman bermain anaknya dikasih rumput.. sngat bagus biar aman anak2 bermain nya
5,"Salah satu taman yg ada di kota solo. Tidak terlalu luas tetapi tersedia berbagai macam mainan anak yg beragam. Free tiket masuk, hanya bayar parkir saja."
5,salah satu public space yang gratis untuk masyarakat. banyak taman bermain dan ada beberapa tempat yang bisa digunakan untuk belajar atau hanya duduk bersantai.
5,"Taman dgn fasilitas yg bisa digunakan untuk umum.
Ada taman bermain, patung robot dan patung dinosaurus yg pasti menarik untuk anak-anak bermain.
Terdapat beberapa gazebo dan tempat duduk di taman.
Terdapat ruang serbaguna yg bisa digunakan sebagai tempat pertemuan. Sering dipakai untuk kegiatan semacam rapat organisasi/mahasiswa/ masyarakat setempat.
Terdapat musholla dan toilet.
Ada panggung terbuka yg biasanya digunakan kegiatan kesenian dsb.
Masuk ke taman free hanya bayar parkir saja."
5,"Gratisss...
Macam mainan banyakkk...
Bisa melatih motorik anak..bisa melatih sosialisasi juga Krn bnyk pengunjung anak anak.."
5,"tempatnya asri,sejuk,rindang,banyak tempat2 duduk,pendopo,tempatnya nyaman,bersih,perpustakaan jg ada,ada semacam pelataran utk pentas seni,taman bermain anak,patung2 raksasa,tmpat jg bersih dr sampah🥰👍🏼👍🏼"
5,"Taman kota yang komplit dan edukatif untuk semuanya. Mulai dari perpus, radio anak, patung robot, patung Pandawa, area bermain anak, spot foto dinding, area musik gamelan, toilet semuanya ada. Masuk disini gratis, hanya bayar parkir 2K buat motor. Ada free wifi juga. Jadi komplit untuk piknik tipis² dengan keluarga."
5,"Sebagai spot kumpul untuk rapat, nongkrong, wifian atau mengerjakan tugas. Asri dan nyaman banget ketika siang hari dan biasanya di pagi dan sore hari digunakan untuk olahraga.

Kebersihannya kurang diperhatikan dan kepedulian orang-orang masih minim. Penerangan malam hari juga minim, sehingga keliatan seram kalo hari sudah gelap.

Parkir bisa di area depan gapura danau, sekitar rektorat atau dekat kantin danau. Tersedia toilet tapi sering kali airnya mati."
4,"Kemarin waktu liburan sempat main ke Danau UNS bersama keluarga, sekalian nostalgia masa menjadi mahasiswa. Sampai sekarang saya masih bingung kenapa disebut Danau, padahal ukurannya termasuk kecil, lebih cocok disebut embung, haha. 😅😅
Setelah direvitalisasi pada tahun 2018, kondisi Danau UNS sekarang jauh lebih baik dibanding sebelumnya. Seingat saya waktu dulu jadi mahasiswa, danaunya kotor, banyak sampah dan tanaman liar yang tak terurus. Sekarang lebih baik, sudah cukup terjaga kebersihannya, walaupun airnya masih agak coklat kotor.👍😀
Di sekitar danau sekarang dilengkapi arena joging. Suasananya sekitar danau juga rindang dan asri karena banyak pohon besar yang tumbuh. Disediakan juga cukup banyak bangku untuk duduk para pengunjung sambil menikmati pemandangan waduk dan suasana sekitar.🌄
Ada juga gedung kecil tingkat di pinggir waduk untuk nongkrong para mahasiswa maupun pengunjung. Di gedung ini ada toilet juga sepertinya, dan tentunya tersedia akses wifi juga. 😀👨‍💻
Di sekitar danau juga ada tempat sampah. Oh ya, untuk parkir kendaraannya bukan di dekat danau ya, karena dilarang parkir di situ. Pengunjung bisa memakirkan kendarannya di dekat rektorat.🛵🚗🛵"
4,"Danau ini terletak di dekat Rektorat UNS. Bnyk pohon & cukup rindang, cocok utk skedar santai sore atau joging pagi. Utk foto2 juga bagus di sore & pagi hari. Ada halaman area utama yg biasa dipakai utk brbgai aktivitas mhsswa/komunitas/umum. Jika musim kemarau air danau cenderung keruh."
4,"Pertama kemari, suasana adem karena banyak pohon. Danaunya bersih, suasana sekitar tenang. Waktu kemarin kemari, jalan di gate utama tuh ditutup, tapi kami bisa lewat jalan samping dan masuk ke kantin dengan menyeberang jembatan. Saya pikir kantinnya ada beberapa pedagang, ternyata monopoli hehe.

Halaman sekitar danau cukup luas tapi ga luas banget. Hanya ada sedikit bangku yg bisa dipake untuk duduk."
5,danau yang berada di samping Fakultas Pertanian ini memang bisa menjadi salah satu tempat alternatif untuk menepi sejenak dari segala rutinitas
4,Adem tempatnya nyaman buat baca buku
5,"Buat yg hobi olahraga jogging tempat ini cukup menarik, bisa muterin kampus yg cukup luas dan rindang, slogan green campus sangat dijaga jd udaranya sangat segar, tp sisi belakang danau kurang terawat"
4,"Salah satu spot favorit mahasiswa untuk berdiskusi dan mengerjakan tugas bersama, atau sekedar menikmati sore di tepi danau. Area danau cenderung bersih, sayang airnya kurang bersih. Meskipun demikian, air danau tidak menimbulkan bau tidak sedap yang mengganggu"
5,"Rumah walikota solo katanya. Disini sering diadakan kegiatan atau acara acara di bagian pendopo bagian belakang
Waktu kesini ikut kegiatan donor darah
Tempatnya bersih sunyi adem
Parkir disampingnya bangunan dan ada mushola yang luas buat sholat"
4,"Rame beut jd tempat kumpul pas cfd, pd ngampar di halaman depan dari loji ini. Berkunjung ke Kota Solo : cfd kawasan jalan slamet riyadi, taman sriwedari dan sekitarnya, jdnya ikutan dan join review di google, skalian jalan pagi, cuci muka eh cuci mata dan review gedung atau tempat yg di lewati.  Semoga membantu dgn review yg skalian lewat ini. Sementara bintang 4 dlu yes."
5,Tempatnya enak buat nongkrong...habis cfd nan bisa singgah disini buat duduk² bareng klrga... Tmpatnya bersih jg...suka sama bangunannya jaman Belanda👍👍
4,"Loji gandrung biasanya merupakan rumah dinas walikota surakarta. Namun karena walikota Solo sekarang, Mas Gibran, tidak memakai rumah dinas tersebut, maka bangunan ini sekarang terbuka untuk umum.
Warga sekitar bisa memasuki area loji gandrung, mulai dari halamannya yang terdapat kolam ikan dan air mancur, terasnya yang terdapat gamelan dan patung presiden² RI, dan masuk ke dalam bangunan tersebut.👍👍
Kemarin sempat mampir ke sini saat ikut CFD solo di jalan Slamet Riyadi. Kondisi bangunan dan lingkungan sekitarnya masih bagus dan terjaga kebersihannya. 👍"
4,"Seumur-umur jadi wong Solo, nggak pernah masuk kawasan loji gandrung. Cuma lewat depannya aja. Baru ini masuk, jalan2 di pelataran loji gandrung.
Bangunan tempo dulu yang tetap terawat.
Setiap sudutnya bagus buat di foto 🤭."
5,"Loji Gandrung atau Rumah Dinas Walikota Solo. Salah satu dari banyak bangunan peninggalan sejarah yang berdiri di sepanjang Jalan Slamet Riyadi, Kota Solo. Di hari minggu (pagi Car Free Day), pengungjung bisa mendatangi tempat ini yang terbuka untuk umum."
3,"Pak Walikota itu proyek joglo bagaimana kok terkesan lambat dan tanpa memperdulikan hajat hidup orang banyak, jalan jalan pada rusak tidak ada usaha dari pemkot untuk memperbaiki dr sebelum puasa sampai setelah lebaran nihil perbaikan , wes koyo wisata jeglongan sewu .  Jalan utama sekiranya bisa digunakan dulu untuk akses selama lebaran juga ditutup, jalur alternatif macet parah, pedagang pedagang terdampak yo kasihan kalau proyek terkesan lambat 🤦🏻‍♂️"
5,"Rumah Dinas Walikota Solo, rumah bersejarah peninggalan kolonial Belanda..sejuk, bersih.."
5,"Wisata batik Kauman cocok untuk segala usia. Yang muda bisa jalan jalan, foto dan bikin content, bisa belanja beraneka ragam batik dengan range harga beragam juga. Semua spot instagramable dan kontemporer. Parkir mobil agak susah dan sebaiknya dateng pagi atau sore"
5,"Tanpa sengaja kesini, karena awalnya mau mencari pelipur kopi.

Keren jg, mereka mengikuti tren dan maunya anak muda jaman sekarang SPOT FOTO.

Disini banyak banget spot foto, tinggal pasang kreativitasmu aja supaya tidak biasa jika kamu antimainstream.

Favoritku adalah berfoto seakan-akan menjangkau payung.

Selain spot foto ada beberapa resto etnis, ada toko batik bahkan beberapa toko batik beberapa kasih experience membatik. Saya tidak cobain sih.

Abis muter2 diarea ini kamu bisa cari tempat istrahat resto dan coffeeshop."
5,"Kampung wisata batik kauman, ada di tengah kota samping pasar klewer jalan kaki aja, buat tahu dan belajar proses pembuatan batik, ada cafe dan resto nya juga di sini."
5,"Jalanan yg dipenuhi spot foto
Klasik, sayang banyak hiasan yg mungkin terlihat agak aneh seperti warna warni balon di langit2 sepanjang jalan
Jadi terkesan tdk klasik
Banyak resto/cafe di sekitar taman"
5,"Kampung Kauman tidak saja dikenal sebagai kampung batik, Namun Kauman juga sangat dikenal sebagai salah satu wilayah syiar agama Islam yang cukup tua di Surakarta.
Di kampung Kauman sangat kental dengan jejak sejarah kejayaan agama Islam, hal ini terlihat pada begitu banyaknya rumah ibadah baik masjid, langgar dan mushala yang sudah berumur tua.
Sungguh pengalaman yang menyenangkan jalan-jalan di gang-gang sempit Kampung Kauman. Kita disuguhi bangunan-bangunan heritage dengan tembok-tembok tebal.
Selain itu kita  juga bisa melihat rumah-rumah produksi batik, dan mencoba membuat batik sendiri.
Batik-batik yang dijajakan di toko dan galeri dibedakan menjadi tiga macam, yaitu batik tulis, batik cap, dan batik kombinasi yang dibuat melalui proses cap serta tulis.
Di sini kita juga dapat menjumpai beberpa kafe dan kedai."
5,"ga hanya jogja yg istimewa ternyata ada kampung batik yang ga kalah menarik disini. sepanjang pintu masuk udah disambut dengan interior klasik. tempatnya bersih sekali. masuk kesana gratis kok, keknya selalu ramai pengunjung juga"
5,"Tempat ini sangat bagus cocok bagi wisatawan yang lagi liburan. banyak fasilitas seperti kamar mandi, mushola,banyak spot foto dan tentunya dimanjakan oleh beragam motif dan jenis batik😊yuk datang kesini..."
5,Cantik. Bagus banget:)) pengen banget dikotaku gang-gangnya bisa secantik gang di solo terutama kayak di kauman ini💗 suka banget pas lewat daerah ini buat pergi ke ramen mr.hiroshi abis naik bst
5,"Salah satu gua maria yang deket dari area kampus UNS. Lokasinya lumayan masuk ke dalam, jadi lebih baik naik motor kalau kesini.

Kalau malam buka sampai jam 12 / 1. Suasananya hening dan adem cocok untuk berdoa. Ada dua lokasi doa di depan salib dan di deoan gua maria langsung.

Di area parkiran mobil banyak warung makan daging b2 juga."
5,"Gua Maria Mojosongo berada di dalam area pemukiman padat penduduk di Kelurahan Mojosongo. Lebih tepatnya di daerah Kampung Debegan RT 04 RW 05, Mojosongo, Jebres, Surakarta. Akses untuk ke Gua Maria tergolong mudah, karena tidak jauh dari pusat kota. Oleh karena itu Gua Maria menjadi salah satu pilihan menarik saat berwisata ke Solo, terutama bagi umat Katolik.

Gua Maria sempat disebut sebagai Gua Santa Perawan Maria Regina Mojosongo, dikarenakan wilayah Gua Maria yang masuk dalam Paroki Purbowardayan. Selain itu terdapat penyebutan nama lainnya, yaitu Gua Maria Regina Mojosongo."
5,Favorit. Selalu. Suasana tenang. Adem. Damai. Sejuk. Tentram. Bahagia. Haru. Semua jadi satu. Tempat dimana kamu ga ngerti harus ngapain dan cuma bisa hah hoh hah hoh aja tp hati u tenang. Tempat healing favorit saya 😁🙏🏻❤️
5,"Taman doa yg ada di dlm kota solo,nyaman,adem,tenang buat doa atau sekedar buat duduk².Paling enak doa pas pagi atau menjelang sore,biasanya sepi."
5,"Tempat yang tenang untuk berdoa dan bermeditasi. Terdapat kapel adorasi, 14 stasi jalan salib, patung Yesus berdoa, doa bapa kami dalam 4 bahasa, tempat duduk yang tersebar di area gua maria"
5,"Tempat ibadah yang sejuk, nyaman dan tenang. Sangat nyaman sekali beribadah disini. Jalan masuk mobil agak menyempit, Parkirnya cukup luas."
5,"Sekarang sudah lebih baik lagi, tempatnya sepertinya lebih bersih, namun toilet tetap harus diperhatikan. Tempat yang layak, baik untuk berziarah dan mendekatkan diri kepada Tuhan..."
5,Tempat yang tenang dan adem buat berdoa. Tapi sempat agak terganggu sama suara knalpot motor yang digeber. Ga gitu jauh dari Stasiun Balapan.
